image,cpu_time_ms,inference_time_ms,total_latency_ms,memory_mb,mode
car.png.png,63.19522858,138.9112473,202.1064758,45.1328125,sequential
img.png.png,47.8386879,95.08800507,142.926693,11.75390625,sequential
img1.png.png,20.36190033,111.4177704,131.7796707,0,sequential
img.png.png,57.16967583,102.0898819,159.2595577,25.10546875,pipelined
img1.png.png,41.04447365,85.47997475,126.5244484,1.15625,pipelined
last_frame,20.93601227,89.57505226,110.5110645,0,pipelined
